filename,year,addressee,letter_text
wikisource_vol1_ch7_letter27,1885,WILLIAM ARCHER,"<p>Letter: TO <a href=""https://en.wikisource.org/wiki/Author:William_Archer"" class=""mw-disambig"" title=""Author:William Archer"">WILLIAM ARCHER</a></p>
<p><br></p>
<p>BOURNEMOUTH, MARCH 29, 1885.</p>
<p>DEAR MR. ARCHER, - Yes, I have heard of you and read some of your work; but I am bound in particular to thank you for the notice of my verses. 'There,' I said, throwing it over to the friend who was staying with me, 'it's worth writing a book to draw an article like that.' Had you been as hard upon me as you were amiable, I try to tell myself I should have been no blinder to the merits of your notice. For I saw there, to admire and to be very grateful for, a most sober, agile pen; an enviable touch; the marks of a reader, such as one imagines for one's self in dreams, thoughtful, critical, and kind; and to put the top on this memorial column, a greater readiness to describe the author criticised than to display the talents of his censor.</p>
<p>I am a man BLASE to injudicious praise (though I hope some of it may be judicious too), but I have to thank you for THE BEST CRITICISM I EVER HAD; and am therefore, dear Mr. Archer, the most grateful critickee now extant.</p>
<p>ROBERT LOUIS STEVENSON.</p>
<p>P.S. - I congratulate you on living in the corner of all London that I like best. A PROPOS, you are very right about my voluntary aversion from the painful sides of life. My childhood was in reality a very mixed experience, full of fever, nightmare, insomnia, painful days and interminable nights; and I can speak with less authority of gardens than of that other 'land of counterpane.' But to what end should we renew these sorrows? The sufferings of life may be handled by the very greatest in their hours of insight; it is of its pleasures that our common poems should be formed; these are the experiences that we should seek to recall or to provoke; and I say with Thoreau, 'What right have I to complain, who have not ceased to wonder?' and, to add a rider of my own, who have no remedy to offer.</p>
<p>R. L. S.</p>"
wikisource_vol1_ch7_letter28,1885,MRS. FLEEMING JENKIN,"<p>Letter: TO MRS. FLEEMING JENKIN</p>
<p><br></p>
<p>[SKERRYVORE, BOURNEMOUTH, JUNE 1885.]</p>
<p>MY DEAR MRS. JENKIN, - You know how much and for how long I have loved, respected, and admired him; I am only able to feel a little with you. But I know how he would have wished us to feel. I never knew a better man, nor one to me more lovable; we shall all feel the loss more greatly as time goes on. It scarce seems life to me; what must it be to you? Yet one of the last things that he said to me was, that from all these sad bereavements of yours he had learned only more than ever to feel the goodness and what we, in our feebleness, call the support of God; he had been ripening so much - to other eyes than ours, we must suppose he was ripe, and try to feel it. I feel it is better not to say much more. It will be to me a great pride to write a notice of him: the last I can now do. What more in any way I can do for you, please to think and let me know. For his sake and for your own, I would not be a useless friend: I know, you know me a most warm one; please command me or my wife, in any way. Do not trouble to write to me; Austin, I have no doubt, will do so, if you are, as I fear you will be, unfit.</p>
<p>My heart is sore for you. At least you know what you have been to him; how he cherished and admired you; how he was never so pleased as when he spoke of you; with what a boy's love, up to the last, he loved you. This surely is a consolation. Yours is the cruel part - to survive; you must try and not grudge to him his better fortune, to go first. It is the sad part of such relations that one must remain and suffer; I cannot see my poor Jenkin without you. Nor you indeed without him; but you may try to rejoice that he is spared that extremity. Perhaps I (as I was so much his confidant) know even better than you can do what your loss would have been to him; he never spoke of you but his face changed; it was - you were - his religion.</p>
<p>I write by this post to Austin and to the ACADEMY. - Yours most sincerely,</p>
<p>ROBERT LOUIS STEVENSON,</p>"
wikisource_vol1_ch7_letter29,1885,MRS. FLEEMING JENKIN,"<p>Letter: TO MRS. FLEEMING JENKIN</p>
<p><br></p>
<p>[SKERRYVORE, BOURNEMOUTH, JUNE 1885.]</p>
<p>MY DEAR MRS. JENKIN, - I should have written sooner, but we are in a bustle, and I have been very tired, though still well. Your very kind note was most welcome to me. I shall be very much pleased to have you call me Louis, as he has now done for so many years. Sixteen, you say? is it so long? It seems too short now; but of that we cannot judge, and must not complain.</p>
<p>I wish that either I or my wife could do anything for you; when we can, you will, I am sure, command us.</p>
<p>I trust that my notice gave you as little pain as was possible. I found I had so much to say, that I preferred to keep it for another place and make but a note in the ACADEMY. To try to draw my friend at greater length, and say what he was to me and his intimates, what a good influence in life and what an example, is a desire that grows upon me. It was strange, as I wrote the note, how his old tests and criticisms haunted me; and it reminded me afresh with every few words how much I owe to him.</p>
<p>I had a note from Henley, very brief and very sad. We none of us yet feel the loss; but we know what he would have said and wished.</p>
<p>Do you know that Dew Smith has two photographs of him, neither very bad? and one giving a lively, though not flattering air of him in conversation? If you have not got them, would you like me to write to Dew and ask him to give you proofs?</p>
<p>I was so pleased that he and my wife made friends; that is a great pleasure. We found and have preserved one fragment (the head) of the drawing he made and tore up when he was last here. He had promised to come and stay with us this summer. May we not hope, at least, some time soon to have one from you? - Believe me, my dear Mrs. Jenkin, with the most real sympathy, your sincere friend,</p>
<p>ROBERT LOUIS STEVENSON.</p>
<p>Dear me, what happiness I owe to both of you!</p>"
wikisource_vol1_ch7_letter30,1885,W. H. LOW,"<p>Letter: TO W. H. LOW</p>
<p><br></p>
<p>SKERRYVORE, BOURNEMOUTH, OCTOBER 22, 1885.</p>
<p>MY DEAR LOW, - I trust you are not annoyed with me beyond forgiveness; for indeed my silence has been devilish prolonged. I can only tell you that I have been nearly six months (more than six) in a strange condition of collapse, when it was impossible to do any work, and difficult (more difficult than you would suppose) to write the merest note. I am now better, but not yet my own man in the way of brains, and in health only so-so. I suppose I shall learn (I begin to think I am learning) to fight this vast, vague feather-bed of an obsession that now overlies and smothers me; but in the beginnings of these conflicts, the inexperienced wrestler is always worsted, and I own I have been quite extinct. I wish you to know, though it can be no excuse, that you are not the only one of my friends by many whom I have thus neglected; and even now, having come so very late into the possession of myself, with a substantial capital of debts, and my work still moving with a desperate slowness - as a child might fill a sandbag with its little handfuls - and my future deeply pledged, there is almost a touch of virtue in my borrowing these hours to write to you. Why I said 'hours' I know not; it would look blue for both of us if I made good the word.</p>
<p>I was writing your address the other day, ordering a copy of my next, PRINCE OTTO, to go your way. I hope you have not seen it in parts; it was not meant to be so read; and only my poverty (dishonourably) consented to the serial evolution.</p>
<p>I will send you with this a copy of the English edition of the CHILD'S GARDEN. I have heard there is some vile rule of the post- office in the States against inscriptions; so I send herewith a piece of doggerel which Mr. Bunner may, if he thinks fit, copy off the fly leaf.</p>
<p>Sargent was down again and painted a portrait of me walking about in my own dining-room, in my own velveteen jacket, and twisting as I go my own moustache; at one corner a glimpse of my wife, in an Indian dress, and seated in a chair that was once my grandfather's; but since some months goes by the name of Henry James's, for it was there the novelist loved to sit - adds a touch of poesy and comicality. It is, I think, excellent, but is too eccentric to be exhibited. I am at one extreme corner; my wife, in this wild dress, and looking like a ghost, is at the extreme other end; between us an open door exhibits my palatial entrance hall and a part of my respected staircase. All this is touched in lovely, with that witty touch of Sargent's; but, of course, it looks dam queer as a whole.</p>
<p>Pray let me hear from you, and give me good news of yourself and your wife, to whom please remember me. -</p>
<p>Yours most sincerely, my dear Low,</p>
<p>ROBERT LOUIS STEVENSON.</p>"
wikisource_vol1_ch7_letter31,1885,W. E. HENLEY,"<p>Letter: TO W. E. HENLEY</p>
<p><br></p>
<p>[SKERRYVORE, BOURNEMOUTH, AUTUMN 1885.]</p>
<p>DEAR LAD, - If there was any more praise in what you wrote, I think [the editor] has done us both a service; some of it stops my throat. What, it would not have been the same if Dumas or Musset had done it, would it not? Well, no, I do not think it would, do you know, now; I am really of opinion it would not; and a dam good job too. Why, think what Musset would have made of Otto! Think how gallantly Dumas would have carried his crowd through! And whatever you do, don't quarrel with -. It gives me much pleasure to see your work there; I think you do yourself great justice in that field; and I would let no annoyance, petty or justifiable, debar me from such a market. I think you do good there. Whether (considering our intimate relations) you would not do better to refrain from reviewing me, I will leave to yourself: were it all on my side, you could foresee my answer; but there is your side also, where you must be the judge.</p>
<p>As for the SATURDAY. Otto is no 'fool,' the reader is left in no doubt as to whether or not Seraphina was a Messalina (though much it would matter, if you come to that); and therefore on both these points the reviewer has been unjust. Secondly, the romance lies precisely in the freeing of two spirits from these court intrigues; and here I think the reviewer showed himself dull. Lastly, if Otto's speech is offensive to him, he is one of the large class of unmanly and ungenerous dogs who arrogate and defile the name of manly. As for the passages quoted, I do confess that some of them reek Gongorically; they are excessive, but they are not inelegant after all. However, had he attacked me only there, he would have scored.</p>
<p>Your criticism on Gondremark is, I fancy, right. I thought all your criticisms were indeed; only your praise - chokes me. - Yours ever,</p>
<p>R. L. S.</p>"
wikisource_vol1_ch7_letter32,1885,WILLIAM ARCHER,"<p>Letter: TO WILLIAM ARCHER</p>
<p><br></p>
<p>SKERRYVORE, BOURNEMOUTH, OCTOBER 28, 1885.</p>
<p>DEAR MR. ARCHER, - I have read your paper with my customary admiration; it is very witty, very adroit; it contains a great deal that is excellently true (particularly the parts about my stories and the description of me as an artist in life); but you will not be surprised if I do not think it altogether just. It seems to me, in particular, that you have wilfully read all my works in terms of my earliest; my aim, even in style, has quite changed in the last six or seven years; and this I should have thought you would have noticed. Again, your first remark upon the affectation of the italic names; a practice only followed in my two affected little books of travel, where a typographical MINAUDERIE of the sort appeared to me in character; and what you say of it, then, is quite just. But why should you forget yourself and use these same italics as an index to my theology some pages further on? This is lightness of touch indeed; may I say, it is almost sharpness of practice?</p>
<p>Excuse these remarks. I have been on the whole much interested, and sometimes amused. Are you aware that the praiser of this 'brave gymnasium' has not seen a canoe nor taken a long walk since '79? that he is rarely out of the house nowadays, and carries his arm in a sling? Can you imagine that he is a backslidden communist, and is sure he will go to hell (if there be such an excellent institution) for the luxury in which he lives? And can you believe that, though it is gaily expressed, the thought is hag and skeleton in every moment of vacuity or depression? Can you conceive how profoundly I am irritated by the opposite affectation to my own, when I see strong men and rich men bleating about their sorrows and the burthen of life, in a world full of 'cancerous paupers,' and poor sick children, and the fatally bereaved, ay, and down even to such happy creatures as myself, who has yet been obliged to strip himself, one after another, of all the pleasures that he had chosen except smoking (and the days of that I know in my heart ought to be over), I forgot eating, which I still enjoy, and who sees the circle of impotence closing very slowly but quite steadily around him? In my view, one dank, dispirited word is harmful, a crime of LESE- HUMANITE, a piece of acquired evil; every gay, every bright word or picture, like every pleasant air of music, is a piece of pleasure set afloat; the reader catches it, and, if he be healthy, goes on his way rejoicing; and it is the business of art so to send him, as often as possible.</p>
<p>For what you say, so kindly, so prettily, so precisely, of my style, I must in particular thank you; though even here, I am vexed you should not have remarked on my attempted change of manner: seemingly this attempt is still quite unsuccessful! Well, we shall fight it out on this line if it takes all summer.</p>
<p>And now for my last word: Mrs. Stevenson is very anxious that you should see me, and that she should see you, in the flesh. If you at all share in these views, I am a fixture. Write or telegraph (giving us time, however, to telegraph in reply, lest the day be impossible), and come down here to a bed and a dinner. What do you say, my dear critic? I shall be truly pleased to see you; and to explain at greater length what I meant by saying narrative was the most characteristic mood of literature, on which point I have great hopes I shall persuade you. - Yours truly,</p>
<p>ROBERT LOUIS STEVENSON.</p>
<p>P.S. - My opinion about Thoreau, and the passage in THE WEEK, is perhaps a fad, but it is sincere and stable. I am still of the same mind five years later; did you observe that I had said 'modern' authors? and will you observe again that this passage touches the very joint of our division? It is one that appeals to me, deals with that part of life that I think the most important, and you, if I gather rightly, so much less so? You believe in the extreme moment of the facts that humanity has acquired and is acquiring; I think them of moment, but still or much less than those inherent or inherited brute principles and laws that sit upon us (in the character of conscience) as heavy as a shirt of mail, and that (in the character of the affections and the airy spirit of pleasure) make all the light of our lives. The house is, indeed, a great thing, and should be rearranged on sanitary principles; but my heart and all my interest are with the dweller, that ancient of days and day-old infant man.</p>
<p>R. L. S.</p>
<p>An excellent touch is p. 584. 'By instinct or design he eschews what demands constructive patience.' I believe it is both; my theory is that literature must always be most at home in treating movement and change; hence I look for them.</p>"
wikisource_vol1_ch7_letter33,1885,THOMAS STEVENSON,"<p>Letter: TO THOMAS STEVENSON</p>
<p><br></p>
<p>[SKERRYVORE, BOURNEMOUTH,] OCTOBER 28, 1885.</p>
<p>MY DEAREST FATHER, - Get the November number of TIME, and you will see a review of me by a very clever fellow, who is quite furious at bottom because I am too orthodox, just as Purcell was savage because I am not orthodox enough. I fall between two stools. It is odd, too, to see how this man thinks me a full-blooded fox- hunter, and tells me my philosophy would fail if I lost my health or had to give up exercise!</p>
<p>An illustrated TREASURE ISLAND will be out next month. I have had an early copy, and the French pictures are admirable. The artist has got his types up in Hogarth; he is full of fire and spirit, can draw and can compose, and has understood the book as I meant it, all but one or two little accidents, such as making the HISPANIOLA a brig. I would send you my copy, BUT I CANNOT; it is my new toy, and I cannot divorce myself from this enjoyment.</p>
<p>I am keeping really better, and have been out about every second day, though the weather is cold and very wild.</p>
<p>I was delighted to hear you were keeping better; you and Archer would agree, more shame to you! (Archer is my pessimist critic.) Good-bye to all of you, with my best love. We had a dreadful overhauling of my conduct as a son the other night; and my wife stripped me of my illusions and made me admit I had been a detestable bad one. Of one thing in particular she convicted me in my own eyes: I mean, a most unkind reticence, which hung on me then, and I confess still hangs on me now, when I try to assure you that I do love you. - Ever your bad son,</p>
<p>ROBERT LOUIS STEVENSON.</p>"
wikisource_vol1_ch7_letter34,1885,HENRY JAMES,"<p>Letter: TO HENRY JAMES</p>
<p><br></p>
<p>SKERRYVORE, BOURNEMOUTH, OCTOBER 28, 1885.</p>
<p>MY DEAR HENRY JAMES, - At last, my wife being at a concert, and a story being done, I am at some liberty to write and give you of my views. And first, many thanks for the works that came to my sickbed. And second, and more important, as to the PRINCESS. Well, I think you are going to do it this time; I cannot, of course, foresee, but these two first numbers seem to me picturesque and sound and full of lineament, and very much a new departure. As for your young lady, she is all there; yes, sir, you can do low life, I believe. The prison was excellent; it was of that nature of touch that I sometimes achingly miss from your former work; with some of the grime, that is, and some of the emphasis of skeleton there is in nature. I pray you to take grime in a good sense; it need not be ignoble: dirt may have dignity; in nature it usually has; and your prison was imposing.</p>
<p>And now to the main point: why do we not see you? Do not fail us. Make an alarming sacrifice, and let us see 'Henry James's chair' properly occupied. I never sit in it myself (though it was my grandfather's); it has been consecrated to guests by your approval, and now stands at my elbow gaping. We have a new room, too, to introduce to you - our last baby, the drawing-room; it never cries, and has cut its teeth. Likewise, there is a cat now. It promises to be a monster of laziness and self-sufficiency.</p>
<p>Pray see, in the November TIME (a dread name for a magazine of light reading), a very clever fellow, W. Archer, stating his views of me; the rosy-gilled 'athletico-aesthete'; and warning me, in a fatherly manner, that a rheumatic fever would try my philosophy (as indeed it would), and that my gospel would not do for 'those who are shut out from the exercise of any manly virtue save renunciation.' To those who know that rickety and cloistered spectre, the real R. L. S., the paper, besides being clever in itself, presents rare elements of sport. The critical parts are in particular very bright and neat, and often excellently true. Get it by all manner of means.</p>
<p>I hear on all sides I am to be attacked as an immoral writer; this is painful. Have I at last got, like you, to the pitch of being attacked? 'Tis the consecration I lack - and could do without. Not that Archer's paper is an attack, or what either he or I, I believe, would call one; 'tis the attacks on my morality (which I had thought a gem of the first water) I referred to.</p>
<p>Now, my dear James, come - come - come. The spirit (that is me) says, Come; and the bride (and that is my wife) says, Come; and the best thing you can do for us and yourself and your work is to get up and do so right away, - Yours affectionately,</p>
<p>ROBERT LOUIS STEVENSON.</p>"
wikisource_vol1_ch7_letter35,1885,WILLIAM ARCHER,"<p>Letter: TO WILLIAM ARCHER</p>
<p><br></p>
<p>[SKERRYVORE, BOURNEMOUTH,] OCTOBER 30, 1885.</p>
<p>DEAR MR. ARCHER. - It is possible my father may be soon down with me; he is an old man and in bad health and spirits; and I could neither leave him alone, nor could we talk freely before him. If he should be here when you offer your visit, you will understand if I have to say no, and put you off.</p>
<p>I quite understand your not caring to refer to things of private knowledge. What still puzzles me is how you ('in the witness box' - ha! I like the phrase) should have made your argument actually hinge on a contention which the facts answered.</p>
<p>I am pleased to hear of the correctness of my guess. It is then as I supposed; you are of the school of the generous and not the sullen pessimists; and I can feel with you. I used myself to rage when I saw sick folk going by in their Bath-chairs; since I have been sick myself (and always when I was sick myself), I found life, even in its rough places, to have a property of easiness. That which we suffer ourselves has no longer the same air of monstrous injustice and wanton cruelty that suffering wears when we see it in the case of others. So we begin gradually to see that things are not black, but have their strange compensations; and when they draw towards their worst, the idea of death is like a bed to lie on. I should bear false witness if I did not declare life happy. And your wonderful statement that happiness tends to die out and misery to continue, which was what put me on the track of your frame of mind, is diagnostic of the happy man raging over the misery of others; it could never be written by the man who had tried what unhappiness was like. And at any rate, it was a slip of the pen: the ugliest word that science has to declare is a reserved indifference to happiness and misery in the individual; it declares no leaning toward the black, no iniquity on the large scale in fate's doings, rather a marble equality, dread not cruel, giving and taking away and reconciling.</p>
<p>Why have I not written my TIMON? Well, here is my worst quarrel with you. You take my young books as my last word. The tendency to try to say more has passed unperceived (my fault, that). And you make no allowance for the slowness with which a man finds and tries to learn his tools. I began with a neat brisk little style, and a sharp little knack of partial observation; I have tried to expand my means, but still I can only utter a part of what I wish to say, and am bound to feel; and much of it will die unspoken. But if I had the pen of Shakespeare, I have no TIMON to give forth. I feel kindly to the powers that be; I marvel they should use me so well; and when I think of the case of others, I wonder too, but in another vein, whether they may not, whether they must not, be like me, still with some compensation, some delight. To have suffered, nay, to suffer, sets a keen edge on what remains of the agreeable. This is a great truth, and has to be learned in the fire. - Yours very truly,</p>
<p>ROBERT LOUIS STEVENSON.</p>
<p>We expect you, remember that.</p>"
wikisource_vol1_ch7_letter36,1885,WILLIAM ARCHER,"<p>Letter: TO WILLIAM ARCHER</p>
<p><br></p>
<p>SKERRYVORE, BOURNEMOUTH, NOVEMBER 1, 1885.</p>
<p>DEAR MR. ARCHER, - You will see that I had already had a sight of your article and what were my thoughts.</p>
<p>One thing in your letter puzzles me. Are you, too, not in the witness-box? And if you are, why take a wilfully false hypothesis? If you knew I was a chronic invalid, why say that my philosophy was unsuitable to such a case? My call for facts is not so general as yours, but an essential fact should not be put the other way about.</p>
<p>The fact is, consciously or not, you doubt my honesty; you think I am making faces, and at heart disbelieve my utterances. And this I am disposed to think must spring from your not having had enough of pain, sorrow, and trouble in your existence. It is easy to have too much; easy also or possible to have too little; enough is required that a man may appreciate what elements of consolation and joy there are in everything but absolutely over-powering physical pain or disgrace, and how in almost all circumstances the human soul can play a fair part. You fear life, I fancy, on the principle of the hand of little employment. But perhaps my hypothesis is as unlike the truth as the one you chose. Well, if it be so, if you have had trials, sickness, the approach of death, the alienation of friends, poverty at the heels, and have not felt your soul turn round upon these things and spurn them under - you must be very differently made from me, and I earnestly believe from the majority of men. But at least you are in the right to wonder and complain.</p>
<p>To 'say all'? Stay here. All at once? That would require a word from the pen of Gargantua. We say each particular thing as it comes up, and 'with that sort of emphasis that for the time there seems to be no other.' Words will not otherwise serve us; no, nor even Shakespeare, who could not have put AS YOU LIKE IT and TIMON into one without ruinous loss both of emphasis and substance. Is it quite fair then to keep your face so steadily on my most light- hearted works, and then say I recognise no evil? Yet in the paper on Burns, for instance, I show myself alive to some sorts of evil. But then, perhaps, they are not your sorts.</p>
<p>And again: 'to say all'? All: yes. Everything: no. The task were endless, the effect nil. But my all, in such a vast field as this of life, is what interests me, what stands out, what takes on itself a presence for my imagination or makes a figure in that little tricky abbreviation which is the best that my reason can conceive. That I must treat, or I shall be fooling with my readers. That, and not the all of some one else.</p>
<p>And here we come to the division: not only do I believe that literature should give joy, but I see a universe, I suppose, eternally different from yours; a solemn, a terrible, but a very joyous and noble universe, where suffering is not at least wantonly inflicted, though it falls with dispassionate partiality, but where it may be and generally is nobly borne; where, above all (this I believe; probably you don't: I think he may, with cancer), ANY BRAVE MAN MAY MAKE out a life which shall be happy for himself, and, by so being, beneficent to those about him. And if he fails, why should I hear him weeping? I mean if I fail, why should I weep? Why should YOU hear ME? Then to me morals, the conscience, the affections, and the passions are, I will own frankly and sweepingly, so infinitely more important than the other parts of life, that I conceive men rather triflers who become immersed in the latter; and I will always think the man who keeps his lip stiff, and makes 'a happy fireside clime,' and carries a pleasant face about to friends and neighbours, infinitely greater (in the abstract) than an atrabilious Shakespeare or a backbiting Kant or Darwin. No offence to any of these gentlemen, two of whom probably (one for certain) came up to my standard.</p>
<p>And now enough said; it were hard if a poor man could not criticise another without having so much ink shed against him. But I shall still regret you should have written on an hypothesis you knew to be untenable, and that you should thus have made your paper, for those who do not know me, essentially unfair. The rich, fox- hunting squire speaks with one voice; the sick man of letters with another. - Yours very truly,</p>
<p>ROBERT LOUIS STEVENSON</p>
<p>(PROMETHEUS-HEINE IN MINIMIS).</p>
<p>P.S. - Here I go again. To me, the medicine bottles on my chimney and the blood on my handkerchief are accidents; they do not colour my view of life, as you would know, I think, if you had experience of sickness; they do not exist in my prospect; I would as soon drag them under the eyes of my readers as I would mention a pimple I might chance to have (saving your presence) on my posteriors. What does it prove? what does it change? it has not hurt, it has not changed me in any essential part; and I should think myself a trifler and in bad taste if I introduced the world to these unimportant privacies.</p>
<p>But, again, there is this mountain-range between us - THAT YOU DO NOT BELIEVE ME. It is not flattering, but the fault is probably in my literary art.</p>"
wikisource_vol1_ch7_letter37,1885,W. H. LOW,"<p>Letter: TO W. H. LOW</p>
<p><br></p>
<p>SKERRYVORE, BOURNEMOUTH, DECEMBER 26, 1885.</p>
<p>MY DEAR LOW, - LAMIA has not yet turned up, but your letter came to me this evening with a scent of the Boulevard Montparnasse that was irresistible. The sand of Lavenue's crumbled under my heel; and the bouquet of the old Fleury came back to me, and I remembered the day when I found a twenty franc piece under my fetish. Have you that fetish still? and has it brought you luck? I remembered, too, my first sight of you in a frock coat and a smoking-cap, when we passed the evening at the Cafe de Medicis; and my last when we sat and talked in the Parc Monceau; and all these things made me feel a little young again, which, to one who has been mostly in bed for a month, was a vivifying change.</p>
<p>Yes, you are lucky to have a bag that holds you comfortably. Mine is a strange contrivance; I don't die, damme, and I can't get along on both feet to save my soul; I am a chronic sickist; and my work cripples along between bed and the parlour, between the medicine bottle and the cupping glass. Well, I like my life all the same; and should like it none the worse if I could have another talk with you, though even my talks now are measured out to me by the minute hand like poisons in a minim glass.</p>
<p>A photograph will be taken of my ugly mug and sent to you for ulterior purposes: I have another thing coming out, which I did not put in the way of the Scribners, I can scarce tell how; but I was sick and penniless and rather back on the world, and mismanaged it. I trust they will forgive me.</p>
<p>I am sorry to hear of Mrs. Low's illness, and glad to hear of her recovery. I will announce the coming LAMIA to Bob: he steams away at literature like smoke. I have a beautiful Bob on my walls, and a good Sargent, and a delightful Lemon; and your etching now hangs framed in the dining-room. So the arts surround me. - Yours,</p>
<p>R. L. S.</p>
</div>"
wikisource_vol2_ch10_letter1,1888,SIDNEY COLVIN,"<div class=""prose"">
<h3><span class=""mw-headline"" id=""Pacific_Voyages.2C_June_1888-November_1890"">Pacific Voyages, June 1888-November 1890</span><span class=""mw-editsection"" style=""""><span class=""mw-editsection-bracket"">[</span><a href=""https://en.wikisource.org/w/index.php?title=The_Letters_of_Robert_Louis_Stevenson_Volume_2/Chapter_X&amp;action=edit&amp;section=1"" title=""Edit section: Pacific Voyages, June 1888-November 1890"">edit</a><span class=""mw-editsection-bracket"">]</span></span></h3>
<p><b>Letter: TO SIDNEY COLVIN</b></p>
<p><br></p>
<p>YACHT 'CASCO,' ANAHO BAY, NUKAHIVA, MARQUESAS ISLANDS [JULY 1888].</p>
<p>MY DEAR COLVIN, - From this somewhat (ahem) out of the way place, I write to say how d'ye do. It is all a swindle: I chose these isles as having the most beastly population, and they are far better, and far more civilised than we. I know one old chief Ko-o- amua, a great cannibal in his day, who ate his enemies even as he walked home from killing 'em, and he is a perfect gentleman and exceedingly amiable and simple-minded: no fool, though.</p>
<p>The climate is delightful; and the harbour where we lie one of the loveliest spots imaginable. Yesterday evening we had near a score natives on board; lovely parties. We have a native god; very rare now. Very rare and equally absurd to view.</p>
<p>This sort of work is not favourable to correspondence: it takes me all the little strength I have to go about and see, and then come home and note, the strangeness around us. I shouldn't wonder if there came trouble here some day, all the same. I could name a nation that is not beloved in certain islands - and it does not know it! Strange: like ourselves, perhaps, in India! Love to all and much to yourself.</p>
<p>R. L. S.</p>"
wikisource_vol2_ch10_letter2,1888,CHARLES BAXTER,"<p><b>Letter: TO CHARLES BAXTER</b></p>
<p><br></p>
<p>YACHT 'CASCO,' AT SEA, NEAR THE PAUMOTUS, 7 A.M., SEPTEMBER 6TH, 1888, WITH A DREADFUL PEN.</p>
<p>MY DEAR CHARLES, - Last night as I lay under my blanket in the cockpit, courting sleep, I had a comic seizure. There was nothing visible but the southern stars, and the steersman there out by the binnacle lamp; we were all looking forward to a most deplorable landfall on the morrow, praying God we should fetch a tuft of palms which are to indicate the Dangerous Archipelago; the night was as warm as milk, and all of a sudden I had a vision of - Drummond Street. It came on me like a flash of lightning: I simply returned thither, and into the past. And when I remember all I hoped and feared as I pickled about Rutherford's in the rain and the east wind; how I feared I should make a mere shipwreck, and yet timidly hoped not; how I feared I should never have a friend, far less a wife, and yet passionately hoped I might; how I hoped (if I did not take to drink) I should possibly write one little book, etc. etc. And then now - what a change! I feel somehow as if I should like the incident set upon a brass plate at the corner of that dreary thoroughfare for all students to read, poor devils, when their hearts are down. And I felt I must write one word to you. Excuse me if I write little: when I am at sea, it gives me a headache; when I am in port, I have my diary crying 'Give, give.' I shall have a fine book of travels, I feel sure; and will tell you more of the South Seas after very few months than any other writer has done - except Herman Melville perhaps, who is a howling cheese. Good luck to you, God bless you. - Your affectionate friend,</p>
<p>R. L. S.</p>"
wikisource_vol2_ch10_letter3,1888,SIDNEY COLVIN,"<p><b>Letter: TO SIDNEY COLVIN</b></p>
<p><br></p>
<p>FAKARAVA, LOW ARCHIPELAGO, SEPTEMBER 21ST, 1888.</p>
<p>MY DEAR COLVIN, - Only a word. Get out your big atlas, and imagine a straight line from San Francisco to Anaho, the N.E. corner of Nukahiva, one of the Marquesas Islands; imagine three weeks there: imagine a day's sail on August 12th round the eastern end of the island to Tai-o-hae, the capital; imagine us there till August 22nd: imagine us skirt the east side of Ua-pu - perhaps Rona-Poa on your atlas - and through the Bondelais straits to Taaka-uku in Hiva-Oa, where we arrive on the 23rd; imagine us there until September 4th, when we sailed for Fakarava, which we reached on the 9th, after a very difficult and dangerous passage among these isles. Tuesday, we shall leave for Taiti, where I shall knock off and do some necessary work ashore. It looks pretty bald in the atlas; not in fact; nor I trust in the 130 odd pages of diary which I have just been looking up for these dates: the interest, indeed, has been INCREDIBLE: I did not dream there were such places or such races. My health has stood me splendidly; I am in for hours wading over the knees for shells; I have been five hours on horseback: I have been up pretty near all night waiting to see where the CASCO would go ashore, and with my diary all ready - simply the most entertaining night of my life. Withal I still have colds; I have one now, and feel pretty sick too; but not as at home: instead of being in bed, for instance, I am at this moment sitting snuffling and writing in an undershirt and trousers; and as for colour, hands, arms, feet, legs, and face, I am browner than the berry: only my trunk and the aristocratic spot on which I sit retain the vile whiteness of the north.</p>
<p>Please give my news and kind love to Henley, Henry James, and any whom you see of well-wishers. Accept from me the very best of my affection: and believe me ever yours,</p>
<p>THE OLD MAN VIRULENT.</p>
<p>TAITI, OCTOBER 7TH, 1888.</p>
<p>Never having found a chance to send this off, I may add more of my news. My cold took a very bad turn, and I am pretty much out of sorts at this particular, living in a little bare one-twentieth- furnished house, surrounded by mangoes, etc. All the rest are well, and I mean to be soon. But these Taiti colds are very severe and, to children, often fatal; so they were not the thing for me. Yesterday the brigantine came in from San Francisco, so we can get our letters off soon. There are in Papeete at this moment, in a little wooden house with grated verandahs, two people who love you very much, and one of them is</p>
<p>ROBERT LOUIS STEVENSON.</p>"
